Name,Price,Time,Location,Product,Etat,Livraison
Déodorant dove,3 000 CFA,5 jours,"Rufisque, Sénégal",Cosmétique & Parfums,,disponible
Déodorant axe,3 000 CFA,5 jours,"Rufisque, Sénégal",Cosmétique & Parfums,,disponible
Location studio meublès - Mermoz-sacré coeur,20 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements meublés,,
Location studio meublés - Almadies,20 000 CFA,5 jours,"Almadies, Dakar, Sénégal",Appartements meublés,,
CD PlayStation 4  - Grand Theft,16 900 CFA,5 jours,"Yoff, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
Carte playstation psn,3 500 CFA,5 jours,"Yoff, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
PC HP victus i7 - rtx 3050 ti,450 000 CFA,5 jours,"Yoff, Dakar, Sénégal",Ordinateurs,,disponible
Location Ford Escape Se 2014,29 000 CFA,5 jours,"Yoff, Dakar, Sénégal",Location de véhicules,,disponible
Location de voiture,20 000 CFA,5 jours,"Almadies, Dakar, Sénégal",Location de véhicules,Produit neuf,disponible
iPhone 16Pro Max -256Go,715 000 CFA,5 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Peugeot 308 2019,7 000 000 CFA,5 jours,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Renault Qm6 2017,8 500 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Voitures,Produit neuf,
Samsung Galaxy Fold 5 -256Go,375 000 CFA,5 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
T-shirt homme,7 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Vêtements Homme,Produit neuf,
Vêtements pour homme,7 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Vêtements Homme,Produit neuf,
Vêtements pour homme,7 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Vêtements Homme,Produit neuf,
Vêtements pour homme,7 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Vêtements Homme,Produit neuf,
Congélateur Smart Technology,175 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Samsung Galaxy A05 -64Go,50 000 CFA,5 jours,"Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy A05 -64Go,50 000 CFA,5 jours,"Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tecno Camon 40Pro - 256Go,145 000 CFA,5 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Peugeot 308 2015,5 000 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
BMW X3 2014,6 900 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Ford Escape 2018,6 800 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
PC Legion Gamer core i7 11th gen,400 000 CFA,5 jours,"Pikine, Sénégal",Ordinateurs,,
Hyundai Sonata 2016,4 700 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Matelas anti esclare,70 000 CFA,"Dakar, Sénégal",Literie & Matelas,"Dakar, Sénégal",,disponible
Drap,30 000 CFA,5 jours,"Sicap foire, Dakar, Sénégal",Literie & Matelas,,disponible
Demande d'emploi -  Chauffeur,Prix sur demande,5 jours,"Dakar Plateau, Dakar, Sénégal",Demandes d'emploi,,
Casque bluetooth,5 000 CFA,5 jours,"Mariste, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Fontaine electro,90 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Autre électromenager,,disponible
Power bank,7 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Accessoires Téléphonie,Produit neuf,disponible
Air frayeur,60 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Location appartement meublé 2pièces -Sipres,35 000 CFA,5 jours,"Sipres, Dakar, Sénégal",Appartements meublés,,
Smart TV hisense 32 pouces,75 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,
Décoration,Prix sur demande,5 jours,"Almadies, Dakar, Sénégal","Travaux, bricolage et jardinage",,
Congélateur,285 000 CFA,5 jours,"Ouest Foire, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Getzner wifi ou annour,13 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Ensemble homme,10 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Tissus,50 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Getzner super manium gold,12 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,
Samsung Galaxy Fold 5- 512Go,460 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Costume africain,Prix sur demande,5 jours,"Guediawaye, Dakar, Sénégal",Vêtements Homme,Produit neuf,disponible
Meuble TV,30 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Meubles,Produit neuf,disponible
Pack A16 promax,20 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Montres connectées & GPS,,disponible
Mouton,Prix sur demande,5 jours,"Parcelle Assainies, Dakar, Sénégal",Moutons,Produit neuf,
Location villa 6pièces -Almadies,3 000 000 CFA,5 jours,"Almadies, Dakar, Sénégal",Villas,,
BMW 1 Series 2011,2 700 000 CFA,5 jours,"Pikine, Sénégal",Voitures,,
Scooter,550 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Motos & Scooters,Produit neuf,
iPhone 14Pro Max -256Go,429 900 CFA,5 jours,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Location appartements 3pièces -Mamelles,550 000 CFA,5 jours,"Mamelles, Dakar, Sénégal",Appartements,,
Location appartements 4pièces -Mamelles,550 000 CFA,5 jours,"Mamelles, Dakar, Sénégal",Appartements,,
iPhone XR -64Go,100 000 CFA,5 jours,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Carreaux sol,7 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal","Matériaux Construction, BTP, Outillages",Produit neuf,disponible
Renault Trafic 2016,10 000 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Montre Audemars piguet,40 000 CFA,5 jours,"HLM, Dakar, Sénégal",Montres & Bijoux,Produit neuf,disponible
Mitsubishi Outlander sport 2019,7 800 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Voitures,,
Machine à pop-corn Decakila kett009r,30 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Kia Carnival 2017,10 500 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Kia Sportage 2016,8 800 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Opel Zafira Tourer 2016,4 300 000 CFA,5 jours,"Yoff, Dakar, Sénégal",Voitures,,
Robes femme,4 500 CFA,5 jours,"Mbour, Sénégal",Vêtements Femme,Produit neuf,disponible
Robes femme,5 000 CFA,5 jours,"Mbour, Sénégal",Vêtements Femme,Produit neuf,disponible
Hyundai Santa Fe sport 2021,25 000 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Voitures,,
Vente villa 3 pièces - Sacré Cœur 3,300 000 000 CFA,5 jours,"Dakar, Sénégal",Villas,,
Sandales femme,10 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Chaussures Femme,,disponible
Toyota Prado  2014,13 500 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Chaussures homme,20 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Chaussures  homme,18 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,Produit neuf,disponible
Grille pain Decakila,40 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Meuble TV turque 1.80m,114 900 CFA,5 jours,"Ouakam, Dakar, Sénégal",Meubles,Produit neuf,disponible
Climatiseur LG,50 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,,
iPhone 16 plus -256Go,580 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 16-256Go pink,485 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
PC Lenovo T480 8e génération,150 000 CFA,5 jours,"Yoff, Dakar, Sénégal",Ordinateurs,,
Ipad pro m4 sim -256Go,750 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung watch ultra,250 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Montres connectées & GPS,,disponible
Switch,140 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Jeux vidéo & Consoles,,
Samsung Galaxy S23 ultra,460 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone XR 128gb,120 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
"Ventilateur Elactron 18"" digital avec télécommande",27 900 CFA,5 jours,"Ouakam, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Samsung Galaxy Z Fold 5,530 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Clé USB 128Go,5 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Accessoires Informatiques,,disponible
Samsung Galaxy Z Fold 4,390 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 16 -128Go,440 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy S25-256Go,380 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
TV LG 32 pouces,35 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal","TV, box  & Vidéo projecteurs",,
Hyundai santa fe 2014,6 400 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Google Pixel 9Pro -256Go,400 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy A82 5G,110 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 13 -128Go,200 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Ipad Pro mini 6- 256Go,290 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy S24 Ultra 5G - 256Gb,500 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,,
iPhone 16Pro Max -256Go,690 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy Fold 5 -256Go,435 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Cuisinière à gaz smart stc 9060c,270 000 CFA,5 jours,"Mariste, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Broyeur végétaux,600 000 CFA,5 jours,"Mbao, Dakar, Sénégal",Matériel Agricole,Produit neuf,
Macbook Air 13 i7 2015 128/8,115 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Nintendo Switch,140 000 CFA,5 jours,"Sicap Liberté, Dakar, Sénégal",Jeux vidéo & Consoles,,
Machine aliment bétail et volaille,650 000 CFA,5 jours,"Mbao, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,
iPhone 16 plus- 256Go,580 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 16 plus -256Go,620 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 16 -256Go,480 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Renault Duster 2017,6 999 900 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Ford Focus 2010,1 200 000 CFA,5 jours,"Rufisque, Sénégal",Voitures,,
Matelas orthopédique,Prix sur demande,5 jours,"Dakar, Sénégal",Literie & Matelas,Produit neuf,disponible
Location appartement meublé 3 pièces - Cité Mixta,300 000 CFA,5 jours,"Patte d'oie, Dakar, Sénégal",Appartements meublés,,
Vente immeuble - Almadies,2 500 000 000 CFA,5 jours,"Almadies, Dakar, Sénégal",Immeubles,,
Parfums,Prix sur demande,5 jours,"Medina, Dakar, Sénégal",Cosmétique & Parfums,,disponible
Nissan Qashqai 2018,9 500 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Hyundai Palissade 2019,26 500 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
iPhone 16,575 000 CFA,5 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai Santa Fe 2013,5 500 000 CFA,5 jours,"Sicap foire, Dakar, Sénégal",Voitures,,
Hyundai Santa fe 2019,19 000 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
BMW X5 2016,15 950 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Toyota Rav4 2020,20 500 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Ventilateur Decakila  sur pied,21 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Samsung Galaxy Watch 4 46mm,100 000 CFA,5 jours,"Grand Dakar, Dakar, Sénégal",Montres connectées & GPS,,
Mitsubishi Outlander 2017,8 500 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Mitsubishi Outlander 2017,8 500 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Dell Latitude 5175m5,150 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Location  appartement avec terrasse à Mermoz,850 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
Renault QM6  2018,11 000 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Volkswagen Tiguan 2015,4 800 000 CFA,5 jours,"Fass, Dakar, Sénégal",Voitures,,
Nuisette,Prix sur demande,5 jours,"HLM, Dakar, Sénégal",Lingerie,,disponible
Ventilateur sur pied bleu blanc,18 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Sandales homme,14 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Chaussures Homme,Produit neuf,disponible
Sandales homme,14 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Chaussures Homme,Produit neuf,disponible
Chaussures homme,16 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Chaussures Homme,Produit neuf,disponible
Mini PC HP  4/256 SSD,130 000 CFA,"Mariste, Dakar, Sénégal",Ordinateurs,"Mariste, Dakar, Sénégal",Produit neuf,disponible
Combine Astech 4t no frost,270 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Vente appartements 3 pièces - Sipres,95 000 000 CFA,5 jours,"Sipres, Dakar, Sénégal",Appartements,,
Mazda CX-5 2018,12 000 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Voitures,Produit neuf,
Peugeot Partner 2020,5 899 000 CFA,5 jours,"Ouest Foire, Dakar, Sénégal",Voitures,,
HP Elitebook 640 i5 13 génération,400 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Caméra panoramique,18 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Caméras et Matériel de surveillance,Produit neuf,disponible
Moustiquaire pliant 3 places,8 500 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal",Literie & Matelas,Produit neuf,disponible
GPS Traceur de véhicule,25 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Montres connectées & GPS,Produit neuf,disponible
Air fryer Astech 7 litres af007dbk,70 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Autre électromenager,,disponible
HP Pavillon,375 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Hyundai Grandeur 2014,5 300 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Voitures,,
Air Cooler Astech cp50fw al,160 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Mercedes-benz C200d 2015,5 300 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Iphone 13  128go,190 000 CFA,5 jours,"Gueule Tapée, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Toyota Corolla 2014,5 000 000 CFA,5 jours,"Guediawaye, Dakar, Sénégal",Voitures,,
Imprimante Canon advance 400i,300 000 CFA,5 jours,"Sicap Liberté, Dakar, Sénégal",Imprimantes & Photocopieurs,Produit neuf,disponible
Location Ford 4x4,25 000 CFA,5 jours,"Mbour, Sénégal",Location de véhicules,Produit neuf,
Dell all in one i5/i7,200 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Machine à laver Astech 8 kg a+++ lave-linge frontale,240 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Mazda 3 2018,5 700 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Table à manger 6 places,210 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal",Meubles,Produit neuf,disponible
Dell latitude 7480,180 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Yamaha mt03 08985 2024,2 000 000 CFA,5 jours,"Mbour, Sénégal",Motos & Scooters,Produit neuf,
Location chambres - Sicap liberté,100 000 CFA,5 jours,"Sicap Liberté, Dakar, Sénégal",Chambres,,
Support machine à laver,30 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Souris sans fil,5 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Micro-ondes Astech 23 litres,70 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Autre électromenager,Produit neuf,disponible
Tablette enfant modio m730 5g,35 000 CFA,5 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Téléphone portable expresso e310,6 000 CFA,5 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Dell  Latitude,190 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Enceinte de bureau,20 000 CFA,5 jours,"Medina, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Ford Edge 2016,6 500 000 CFA,5 jours,"Fass, Dakar, Sénégal",Voitures,,
Cuiseur de riz électrique,50 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Autre électromenager,Produit neuf,disponible
Bibliothèque en bois,45 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal",Meubles,Produit neuf,disponible
Bouilloire electrique,30 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
Meuble de rangement,55 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal",Meubles,Produit neuf,disponible
Batteuse électrique,50 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Citroen Jumping 2017,7 800 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal",Voitures,,
Chauffe-eau électrique,150 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Autre électromenager,Produit neuf,disponible
Sandiws  maker,45 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Peugeot 2008 2018,7 000 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Renault QM3  2017,6 800 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Perceuse à percussion bosch gsb 12v-15 professional,120 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,
Fontaine Roch,95 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Autre électromenager,Produit neuf,disponible
Dell Latitude  core i5 16/256 ssd,290 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
27 Portes + vitres + serrures,5 500 000 CFA,5 jours,"Dakar, Sénégal",Autres pour la maison,,
Congélateur smart technology 720L,450 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Peugeot 2008 2016,8 500 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Hyundai Santa Fe 2018,16 500 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Congélateur,240 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Imprimantes HP  deskjet 2720,50 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Toyota Prado VX 2020,30 000 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal",Voitures,,
Congélateur,210 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Jeep Cherokee 2018,8 500 000 CFA,5 jours,"Fass, Dakar, Sénégal",Voitures,,
"Plaque chauffant plaque hamburger ,batteuse four pizzas électriques à gaz",Prix sur demande,5 jours,"Grand Dakar, Dakar, Sénégal","Cuisinières, Gazinières & Fours",,
HP Elitebook core i5 8/256 ssd tactile 14 »,230 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
ordinateur mini Dell,130 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Robot pâtissier kenwood,145 000 CFA,5 jours,"Yoff, Dakar, Sénégal",Petit électroménager,,disponible
GMC Acadia 2015,5 900 000 CFA,5 jours,"Fass, Dakar, Sénégal",Voitures,,
Hyundai Tucson 2017,9 800 000 CFA,5 jours,"Dakar, Sénégal",Voitures,,
Brosse wave incurvée,10 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal","Accessoires cheveux, Coiffure & Cils",Produit neuf,disponible
Brosse wave  incurvée,10 000 CFA,5 jours,"Dieuppeul-Derklé, Dakar, Sénégal","Accessoires cheveux, Coiffure & Cils",Produit neuf,disponible
Location appartements 4 pièces - Point E,800 000 CFA,5 jours,"Point E, Dakar, Sénégal",Appartements,,
Peugeot 301 2014,3 800 000 CFA,5 jours,"Djily MBaye, Dakar, Sénégal",Voitures,,
Sony W830,90 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",Appareils photos et Caméras,"Dieuppeul-Derklé, Dakar, Sénégal",,disponible
Terrains 149m²  - Mbao,25 000 000 CFA,6 jours,"Mbao, Dakar, Sénégal",Terrains,,
